AAPL,161.79,2022-04-23 22:05:34.105877
MSFT,274.03,2022-04-23 22:05:34.281574
AMZN,2887.0,2022-04-23 22:05:34.809049
GOOGL,2392.71,2022-04-23 22:05:35.010706
GOOG,2392.28,2022-04-23 22:05:35.221690
TSLA,1005.05,2022-04-23 22:05:35.438941
NVDA,195.15,2022-04-23 22:05:35.845864
UNH,520.94,2022-04-23 22:05:36.030470
JNJ,181.54,2022-04-23 22:05:36.279705
FB,184.11,2022-04-23 22:05:36.440239
JPM,126.81,2022-04-23 22:05:36.685013
PG,161.25,2022-04-23 22:05:37.014049
XOM,85.13,2022-04-23 22:05:37.231668
HD,300.11,2022-04-23 22:05:37.413045
V,208.17,2022-04-23 22:05:37.608845
CVX,160.95,2022-04-23 22:05:37.856351
BAC,37.56,2022-04-23 22:05:38.062227
MA,351.18,2022-04-23 22:05:38.335203
PFE,48.13,2022-04-23 22:05:38.539638
ABBV,154.99,2022-04-23 22:05:38.755663
DIS,118.27,2022-04-23 22:05:38.975098
KO,65.25,2022-04-23 22:05:39.224487
AVGO,586.95,2022-04-23 22:05:39.423123
CSCO,51.36,2022-04-23 22:05:39.644464
COST,571.7,2022-04-23 22:05:39.863634
VZ,51.91,2022-04-23 22:05:40.104577
PEP,172.15,2022-04-23 22:05:40.304533
CMCSA,45.38,2022-04-23 22:05:40.596021
TMO,561.28,2022-04-23 22:05:40.856510
ABT,119.64,2022-04-23 22:05:41.061662
ADBE,408.67,2022-04-23 22:05:41.270006
LLY,278.73,2022-04-23 22:05:41.468303
WMT,156.86,2022-04-23 22:05:41.675426
MRK,84.59,2022-04-23 22:05:41.904747
INTC,46.54,2022-04-23 22:05:42.120336
ACN,310.8,2022-04-23 22:05:42.327445
CRM,171.43,2022-04-23 22:05:42.505502
WFC,46.34,2022-04-23 22:05:42.785484
AMD,88.14,2022-04-23 22:05:42.934437
QCOM,132.81,2022-04-23 22:05:43.119811
UNP,234.3,2022-04-23 22:05:43.342226
T,19.52,2022-04-23 22:05:43.672393
MCD,250.17,2022-04-23 22:05:43.882726
DHR,264.56,2022-04-23 22:05:44.060413
NEE,73.95,2022-04-23 22:05:44.321981
NKE,129.07,2022-04-23 22:05:44.511632
NFLX,215.52,2022-04-23 22:05:44.685797
LOW,197.06,2022-04-23 22:05:44.975580
BMY,75.75,2022-04-23 22:05:45.218055
TXN,173.31,2022-04-23 22:05:45.490599
RTX,100.49,2022-04-23 22:05:45.799629
UPS,187.15,2022-04-23 22:05:46.025050
PM,102.69,2022-04-23 22:05:46.253042
MDT,107.8,2022-04-23 22:05:46.456660
LIN,309.72,2022-04-23 22:05:46.643073
CVS,101.68,2022-04-23 22:05:46.852472
SPGI,379.66,2022-04-23 22:05:47.056554
COP,96.01,2022-04-23 22:05:47.256631
AMGN,250.35,2022-04-23 22:05:47.426587
HON,190.63,2022-04-23 22:05:47.700996
INTU,443.29,2022-04-23 22:05:47.860763
ORCL,76.21,2022-04-23 22:05:48.074698
MS,84.74,2022-04-23 22:05:48.280288
SCHW,70.32,2022-04-23 22:05:48.497930
LMT,445.79,2022-04-23 22:05:48.740575
IBM,138.25,2022-04-23 22:05:49.084498
ANTM,502.63,2022-04-23 22:05:49.244748
C,51.23,2022-04-23 22:05:49.452465
PYPL,86.03,2022-04-23 22:05:49.635862
PLD,168.73,2022-04-23 22:05:49.827566
GS,319.77,2022-04-23 22:05:50.006500
AMAT,112.8,2022-04-23 22:05:50.191872
CAT,216.3,2022-04-23 22:05:50.453011
AMT,261.9,2022-04-23 22:05:50.729186
DE,403.57,2022-04-23 22:05:51.057195
ISRG,252.34,2022-04-23 22:05:51.208615
NOW,471.4,2022-04-23 22:05:51.390035
TGT,241.68,2022-04-23 22:05:51.667479
AXP,180.54,2022-04-23 22:05:51.858260
SBUX,77.92,2022-04-23 22:05:52.026932
MO,55.53,2022-04-23 22:05:52.319613
BLK,662.94,2022-04-23 22:05:52.489816
